ticker,company,headline,datetime
TAK,Takeda Pharmaceutical Company Limited,Takeda Pharmaceutical Company Limited (TAK) Fiscal Year 2023 Earnings Call Transcript,1715304430.0
TAL,TAL Education Group,Exploring Three US Growth Companies With High Insider Ownership,1715301938.0
TCS,"The Container Store Group, Inc.",Winmark: Shares Have Gotten Too Pricey,1715317133.0
TDC,Teradata Corporation,"Zacks.com featured highlights include Teradata,  Frontdoor, Grand Canyon and Planet Labs",1715334300.0
TDG,TransDigm Group Incorporated,TransDigm Group Incorporated (TDG) Rose as Air Travel Continued to Rebound,1715334963.0
TDG,TransDigm Group Incorporated,Decoding TransDigm Group Inc (TDG): A Strategic SWOT Insight,1715317348.0
TDG,TransDigm Group Incorporated,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
TDW,Tidewater Inc.,"Insider Sale: Tidewater Inc (TDW) Director, President & CEO Quintin Kneen Sells 150,000 Shares",1715324947.0
TDW,Tidewater Inc.,"Insider Sale: EVP, CFO & CAO Samuel Rubio Sells 24,396 Shares of Tidewater Inc (TDW)",1715324941.0
TDW,Tidewater Inc.,"Insider Sale: EVP & GENERAL COUNSEL Daniel Hudson Sells 20,000 Shares of Tidewater Inc (TDW)",1715324926.0
TFC,Truist Financial Corporation,Decoding Truist Financial Corp (TFC): A Strategic SWOT Insight,1715317411.0
TGNA,TEGNA Inc.,TEGNA Names David Loving President and General Manager at KHOU and KTBU in Houston - TEGNA,1715323088.0
TGT,Target Corporation,Target Corporation: Improvements In Performance Will Be Difficult,1715311730.0
TM,Toyota Motor Corporation,"Honda Motor Expects Annual Profit Fall, Announces Share Buyback",1715323680.0
TM,Toyota Motor Corporation,Japan sales fall 11% in April,1715332930.0
TPR,"Tapestry, Inc.",Q3 2024 Tapestry Inc Earnings Call,1715307651.0
TREX,"Trex Company, Inc.",Decoding Trex Co Inc (TREX): A Strategic SWOT Insight,1715317404.0
TRGP,Targa Resources Corp.,"Insider Sale: Director Charles Crisp Sells 7,000 Shares of Targa Resources Corp (TRGP)",1715323302.0
TRP,TC Energy Corporation,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
TSM,Taiwan Semiconductor Manufacturing Company Limited,TSMC Keeps Sales Growth Up in April as AI Drives 60% Jump,1715319258.0
TSM,Taiwan Semiconductor Manufacturing Company Limited,Dow Jones Futures Rise; Nvidia Chipmaker Taiwan Semi On Tap With 5 AI Stocks Near Buy Points,1715306053.0
TSM,Taiwan Semiconductor Manufacturing Company Limited,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
TSM,Taiwan Semiconductor Manufacturing Company Limited,Dow Jones Rises Again; Nvidia Chipmaker Taiwan Semi On Tap With 5 AI Stocks Near Buy Points,1715289673.0
TSN,"Tyson Foods, Inc.","Beyond Meat pressure, Tyson’s chicken challenge, Hain pains, Green Giant future – Just Food’s week in data",1715337663.0
TWLO,Twilio Inc.,Twilio: Cathie Wood Completely Exits,1715327797.0
UBER,"Uber Technologies, Inc.",Is Uber Technologies Stock Going to $100? 1 Wall Street Analyst Thinks So,1715330100.0
UBER,"Uber Technologies, Inc.",Uber: Nearing The 'Buy Zone' (Technical Analysis),1715329800.0
UI,Ubiquiti Inc.,Ubiquiti: Fiscal Q3 Earnings Snapshot,1715325920.0
UI,Ubiquiti Inc.,Ubiquiti : Q3 2024,1715325371.0
UI,Ubiquiti Inc.,Ubiquiti Inc. Reports Third Quarter Fiscal 2024 Financial Results,1715324645.0
UNH,UnitedHealth Group Incorporated,Decoding UnitedHealth Group Inc (UNH): A Strategic SWOT Insight,1715317298.0
UNH,UnitedHealth Group Incorporated,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
UNP,Union Pacific Corporation,"Big Boy No. 4014 Returns this Summer with Public Display Days in Roseville, California and Ogden, Utah",1715318891.0
UNP,Union Pacific Corporation,"On This Day: IRS apologizes for targeting Tea Party, 'patriots'",1715311268.0
USFD,US Foods Holding Corp.,Decoding US Foods Holding Corp (USFD): A Strategic SWOT Insight,1715317300.0
USFD,US Foods Holding Corp.,Q1 2024 US Foods Holding Corp Earnings Call,1715314856.0
V,Visa Inc.,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
VICI,VICI Properties Inc.,How To Build An 8% Yielding SWAN Portfolio With 10 Blue Chips,1715324400.0
VLTO,Veralto Corporation,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
VRT,Vertiv Holdings Co,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
WAL,Western Alliance Bancorporation,"NewtekOne Stock: 10%+ Higher On Q1 Earnings, But Still Cheap?",1715324400.0
WCN,"Waste Connections, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
WELL,Welltower Inc.,Equinix Affirms Financial Reporting Accuracy After Independent Review,1715319098.0
WHD,"Cactus, Inc.",Insider Selling at Cactus Inc (WHD): EVP and Secretary William Marsh Sells Shares,1715323339.0
WMT,Walmart Inc.,Q1 2024 BRC Inc Earnings Call,1715325951.0
WMT,Walmart Inc.,Target Corporation: Improvements In Performance Will Be Difficult,1715311730.0
WPM,Wheaton Precious Metals Corp.,Wheaton Precious Metals (WPM) Q1 Earnings: Taking a Look at Key Metrics Versus Estimates,1715299203.0
WRBY,Warby Parker Inc.,Q1 2024 Warby Parker Inc Earnings Call,1715317097.0
WRBY,Warby Parker Inc.,Warby Parker (WRBY) Q1 2024 Earnings Call Transcript,1715309113.0
WSR,Whitestone REIT,Whitestone REIT Urges Shareholders to Support Its Highly Qualified Trustee Nominees at the Annual Meeting on May 14 – Vote Today Using the White Proxy Card,1715328008.0
WT,"WisdomTree, Inc.",WisdomTree Reports Monthly Metrics for April 2024,1715328066.0
WTTR,"Select Water Solutions, Inc.",Citigroup Upgrades Select Water Solutions (WTTR),1715300430.0
WWW,"Wolverine World Wide, Inc.",Williams Trading Upgrades Wolverine World Wide (WWW),1715324896.0
WY,Weyerhaeuser Company,Weyerhaeuser Company Declares Dividend on Common Shares,1715300100.0
X,United States Steel Corporation,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
XOM,Exxon Mobil Corporation,"UPDATE 1-Calpers weighs voting against Exxon CEO's re-election as board chair, FT reports",1715318155.0
XOM,Exxon Mobil Corporation,"Calpers weighs voting against Exxon CEO's re-election as board chair, FT reports",1715315102.0
XOM,Exxon Mobil Corporation,Calpers weighs vote against Exxon CEO in protest over climate lawsuit,1715313636.0
XOM,Exxon Mobil Corporation,"Calpers weighs vote against Exxon CEO, FT reports",1715299984.0
YALA,Yalla Group Limited,"Yalla Group Limited to Report First Quarter 2024 Financial Results on May 20, 2024 Eastern Time",1715335200.0
YETI,"YETI Holdings, Inc.","YETI Holdings First Quarter 2024 Earnings: Revenues Beat Expectations, EPS Lags",1715335619.0
YETI,"YETI Holdings, Inc.",Q1 2024 Yeti Holdings Inc Earnings Call,1715313352.0
YPF,YPF Sociedad Anónima,ARGT: Pro-Capitalist Reforms Spark A Major Rally In Argentina Equities,1715316492.0
YUM,"Yum! Brands, Inc.","Yum! Brands, Inc. Just Missed EPS By 12%: Here's What Analysts Think Will Happen Next",1715336623.0
AAPL,Apple Inc.,Apple apologises after iPad advert backlash,1715332081.0
AAPL,Apple Inc.,News Highlights : Top Company News of the Day - Friday at 7 AM ET,1715325343.0
AAPL,Apple Inc.,"Foxconn's Q1 profit to jump from low base, AI to power growth",1715323475.0
AAPL,Apple Inc.,"Biden Set to Impose Tariffs on China EVs, Strategic Sectors",1715310470.0
AAPL,Apple Inc.,Apple Apologizes for iPad Ad Depicting Crushed Creative Tools,1715289060.0
AAPL,Apple Inc.,"Apple apologizes for iPad Pro 'Crush' ad, Ad Age says",1715303286.0
AAPL,Apple Inc.,"CORRECTED-Apple apologizes for iPad Pro 'Crush' ad, Ad Age says",1715303172.0
AAPL,Apple Inc.,MORNING BID EUROPE-Rate cut hopes fan risk rally,1715301370.0
AAPL,Apple Inc.,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
ACAD,ACADIA Pharmaceuticals Inc.,"ACADIA Pharmaceuticals First Quarter 2024 Earnings: EPS Beats Expectations, Revenues Lag",1715342327.0
ACGL,Arch Capital Group Ltd.,Decoding Arch Capital Group Ltd (ACGL): A Strategic SWOT Insight,1715317552.0
ADBE,Adobe Inc.,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
ADSK,"Autodesk, Inc.","Class Action Filed Against Autodesk, Inc. (ADSK) Seeking Recovery for Investors - Contact The Gross Law Firm",1715319975.0
ADV,Advantage Solutions Inc.,Q1 2024 Advantage Solutions Inc Earnings Call,1715319256.0
AEIS,"Advanced Energy Industries, Inc.",Advanced Energy to Participate at Upcoming Investor Conferences,1715335200.0
AFCG,"AFC Gamma, Inc.",Q1 2024 AFC Gamma Inc Earnings Call,1715324183.0
AFRM,"Affirm Holdings, Inc.",Affirm : Q3 2024 Earnings Transcript,1715305267.0
AGYS,"Agilysys, Inc.",Marriott selects Agilysys’ InfoGenesis POS for US and Canada properties,1715335332.0
AKAM,"Akamai Technologies, Inc.","These Stocks Are Moving the Most Today: Novavax, Akamai, Tesla, Taiwan Semi, SoundHound, JFrog, Dropbox, Yelp, and More",1715337240.0
AKAM,"Akamai Technologies, Inc.",Akamai Is Named a 2024 Stevie Award Winner,1715320846.0
AKAM,"Akamai Technologies, Inc.",Decoding Akamai Technologies Inc (AKAM): A Strategic SWOT Insight,1715317476.0
AKAM,"Akamai Technologies, Inc.","Akamai: higher quarterly EPS, but disappointing targets",1715306727.0
AKRO,"Akero Therapeutics, Inc.",Akero Therapeutics Reports First Quarter 2024 Financial Results and Provides Business Update,1715324527.0
ALGM,"Allegro MicroSystems, Inc.",Q4 2024 Allegro Microsystems Inc Earnings Call,1715309494.0
ALGT,Allegiant Travel Company,Allegiant Travel Company Stock Fails To Impress: Is There Upside?,1715299711.0
ALT,"Altimmune, Inc.","The Gross Law Firm Announces the Filing of a Securities Class Action on Behalf of Altimmune, Inc.(ALT) Shareholders",1715319975.0
AMAT,"Applied Materials, Inc.",Dow Jones Rises Again; Nvidia Chipmaker Taiwan Semi On Tap With 5 AI Stocks Near Buy Points,1715289673.0
AMCX,AMC Networks Inc.,AMC Networks (NASDAQ:AMCX) Misses Q1 Revenue Estimates,1715339659.0
AMCX,AMC Networks Inc.,AMC Networks Inc. Reports First Quarter 2024 Results,1715338800.0
AMCX,AMC Networks Inc.,AMC Networks: Q1 Earnings Snapshot,1715325623.0
AMCX,AMC Networks Inc.,AMC : 2024 First Quarter Earnings Release,1715325148.0
AMTX,"Aemetis, Inc.","Aemetis (AMTX) Reports Q1 Loss, Lags Revenue Estimates",1715300102.0
AMZN,"Amazon.com, Inc.",Will Amazon Finally Hit This Momentous Milestone in 2024?,1715341860.0
AMZN,"Amazon.com, Inc.",Bundles Are the Hottest New Show in Streaming,1715333400.0
AMZN,"Amazon.com, Inc.","Here's the Best ""Magnificent Seven"" Stock to Buy Right Now, According to Wall Street (Hint: Not Nvidia)",1715333400.0
AMZN,"Amazon.com, Inc.","After Strong Q1 Results Powered by Artificial Intelligence, Is Now the Time to Buy Amazon Stock?",1715328000.0
AMZN,"Amazon.com, Inc.",Q1 2024 Yeti Holdings Inc Earnings Call,1715313352.0
AMZN,"Amazon.com, Inc.",Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
ANIP,"ANI Pharmaceuticals, Inc.",ANI: Q1 Earnings Snapshot,1715324350.0
ANIP,"ANI Pharmaceuticals, Inc.",ANI Pharmaceuticals Reports Record First Quarter 2024 Financial Results and Reiterates 2024 Guidance,1715323811.0
APP,AppLovin Corporation,AppLovin: Remains A 'Strong Buy' After Post-Earnings Surge (SA Quant),1715324400.0
ARCC,Ares Capital Corporation,FS KKR: The Recovery Has Just Started And The Upside Is Still Huge,1715318417.0
ARRY,"Array Technologies, Inc.","Array Technologies, Inc. (ARRY) Q1 2024 Earnings Call Transcript",1715302210.0
ASML,ASML Holding N.V.,Baron Global Advantage Fund Q1 2024 Shareholder Letter,1715312400.0
ATEC,"Alphatec Holdings, Inc.",Alphatec: Continued Losses Cause Continued Dilution,1715328742.0
AVGO,Broadcom Inc.,Baron Funds - Broadcom Inc.: Tailwinds Creating An Attractive Opportunity,1715327400.0
AVGO,Broadcom Inc.,Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
AVXL,Anavex Life Sciences Corp.,Shareholders that lost money on Anavex Life Sciences Corporation(AVXL) Urged to Join Class Action - Contact The Gross Law Firm to Learn More,1715319973.0
AXNX,"Axonics, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
AXSM,"Axsome Therapeutics, Inc.",Why Axsome Therapeutics Is A Promising Stock Pick In CNS Treatments,1715315818.0
BAND,Bandwidth Inc.,US$28.43 - That's What Analysts Think Bandwidth Inc. (NASDAQ:BAND) Is Worth After These Results,1715339405.0
BAND,Bandwidth Inc.,Bandwidth: Strong FCF Generation And Promising Growth Prospects Ahead,1715319141.0
BATRK,"Atlanta Braves Holdings, Inc.",Atlanta Braves Holdings First Quarter 2024 Earnings: EPS Misses Expectations,1715336813.0
BCPC,Balchem Corporation,Balchem: A Tale Of Two Businesses,1715316844.0
BDSX,"Biodesix, Inc.","Biodesix, Inc. (BDSX) Q1 2024 Earnings Call Transcript",1715303163.0
BFST,"Business First Bancshares, Inc.","Is It Smart To Buy Business First Bancshares, Inc. (NASDAQ:BFST) Before It Goes Ex-Dividend?",1715335838.0
BIDU,"Baidu, Inc.",Baidu executive leaves tech company after ‘I’m not your mum’ outburst,1715323020.0
BIDU,"Baidu, Inc.",PR executive reportedly departs China's Baidu after comments glorifying overwork draw backlash,1715313233.0
BIDU,"Baidu, Inc.",Baidu Executive Quits After Reviving Toxic Work Culture Debate,1715303153.0
BMBL,Bumble Inc.,Is It Time To Consider Buying Bumble Inc. (NASDAQ:BMBL)?,1715338284.0
BPOP,"Popular, Inc.",Popular Announces Appointment of Javier D. Ferrer as President and Chief Operating Officer,1715328186.0
BSRR,Sierra Bancorp,"Insider Selling at Sierra Bancorp: EVP/Chief Banking Officer Michael Olague Sells 4,753 Shares",1715323137.0
BSY,"Bentley Systems, Incorporated","Earnings Beat: Bentley Systems, Incorporated Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Models",1715337282.0
BSY,"Bentley Systems, Incorporated",Decoding Bentley Systems Inc (BSY): A Strategic SWOT Insight,1715317390.0
CAN,Canaan Inc.,"Canaan Inc. to Report First Quarter 2024 Financial Results on May 17, 2024",1715335200.0
CARG,"CarGurus, Inc.","CarGurus, Inc. (CARG) Q1 2024 Earnings Call Transcript",1715314087.0
CCEP,Coca-Cola Europacific Partners PLC,Coca Cola Europacific Partners : Letter to Shareholders,1715307291.0
CCRN,"Cross Country Healthcare, Inc.",Cross Country Healthcare : A Day in the Life of a Travel Nurse,1715320808.0
CEG,Constellation Energy Corporation,"Constellation Energy First Quarter 2024 Earnings: EPS Beats Expectations, Revenues Lag",1715337144.0
CGNX,Cognex Corporation,Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
CHEF,"The Chefs' Warehouse, Inc.","Chefs' Warehouse Stock: A Solid Start To 2024, But Valuation Appears Fully Cooked",1715325378.0
CHRS,"Coherus BioSciences, Inc.","Coherus BioSciences, Inc. (CHRS) Q1 2024 Earnings Call Transcript",1715299627.0
CLFD,"Clearfield, Inc.",Clearfield Second Quarter 2024 Earnings: Beats Expectations,1715335511.0
CNSL,"Consolidated Communications Holdings, Inc.",Consolidated Communications Recognized as Top 10 National Provider with Fastest Real-World Speeds from BroadbandNow,1715323028.0
COLL,"Collegium Pharmaceutical, Inc.","Collegium Pharmaceutical, Inc.'s (NASDAQ:COLL) CEO Looks Like They Deserve Their Pay Packet",1715335901.0
COMM,"CommScope Holding Company, Inc.",Q1 2024 CommScope Holding Company Inc Earnings Call,1715320996.0
CRCT,"Cricut, Inc.",Artists Honor Moms this Mother’s Day with Murals in Four Major U.S. Cities,1715328186.0
CROX,"Crocs, Inc.","US quarterly financial digest: Crocs, Wolverine Worldwide, Delta Apparel",1715337117.0
CROX,"Crocs, Inc.",Crocs expands shoe takeback programme across US,1715335316.0
CRUS,"Cirrus Logic, Inc.",Why Cirrus Logic Was Rocketing Higher This Week,1715339726.0
CRUS,"Cirrus Logic, Inc.","Results: Cirrus Logic, Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts",1715338934.0
CRWD,"CrowdStrike Holdings, Inc.",Baron Global Advantage Fund Q1 2024 Shareholder Letter,1715312400.0
CSCO,"Cisco Systems, Inc.",Cisco Schedules Conference Call for Q3 Fiscal Year 2024 Financial Results,1715320840.0
CSCO,"Cisco Systems, Inc.",Cisco Unlocks AI-Powered Intelligence for Self-Hosted Observability,1715320840.0
CSCO,"Cisco Systems, Inc.",Q1 2024 Paltalk Inc Earnings Call,1715309608.0
CSGP,"CoStar Group, Inc.",Baron Funds - CoStar Group: A Disruption Opportunity Worth $2B Incremental Revenue,1715328600.0
CSGP,"CoStar Group, Inc.",Baron Durable Advantage Fund Q1 2024 Shareholder Letter,1715301000.0
CSTL,"Castle Biosciences, Inc.",Castle Biosciences’ IDgenetix® Test Receives 2024 MedTech Breakthrough Award for “Best Overall Mental Health Solution”,1715324467.0
CTLP,"Cantaloupe, Inc.","Cantaloupe, Inc. (CTLP) Q3 2024 Earnings Call Transcript",1715308388.0
CVLT,"Commvault Systems, Inc.",Bull of the Day: Commvault Systems (CVLT),1715335200.0
CZR,"Caesars Entertainment, Inc.","FBI working towards nabbing Scattered Spider hackers, official says",1715325045.0
DCBO,Docebo Inc.,Docebo Inc. 2024 Q1 - Results - Earnings Call Presentation,1715328850.0
DIOD,Diodes Incorporated,Diodes Incorporated 2024 Q1 - Results - Earnings Call Presentation,1715327505.0
DIOD,Diodes Incorporated,Diodes Incorporated (DIOD) Q1 2024 Earnings Call Transcript,1715327425.0
DORM,"Dorman Products, Inc.",Dorman Products: The Average Age Of U.S. Vehicles Is Rising,1715308958.0
DSP,Viant Technology Inc.,Cigna Insurance Plan Participants Urge Court To Certify Class On Allegedly Underpaid Claims,1715307671.0
DXCM,"DexCom, Inc.",Baron Small Cap Fund Q1 2024 Shareholder Letter,1715312100.0
ECPG,"Encore Capital Group, Inc.",Encore Capital Group First Quarter 2024 Earnings: EPS Misses Expectations,1715336874.0
EDIT,"Editas Medicine, Inc.",Editas Medicine Preclinical Data Highlights Advancement of in vivo Gene Editing Medicine Technologies at the American Society of Gene and Cell Therapy Annual Meeting,1715320808.0
EQIX,"Equinix, Inc.",Equinix (EQIX) Q1 2024 Earnings Call Transcript,1715320811.0
EQIX,"Equinix, Inc.","EQIX LAWSUIT ALERT: The Gross Law Firm Notifies Equinix, Inc. Investors of a Class Action Lawsuit and Upcoming Deadline",1715319975.0
EQIX,"Equinix, Inc.",Equinix Affirms Financial Reporting Accuracy After Independent Review,1715319098.0
EWTX,"Edgewise Therapeutics, Inc.","Edgewise Therapeutics to Present at the RBC Capital Markets Global Healthcare Conference on May 15, 2024",1715328067.0
